,duration10mean,duration20mean,loudness33skew,timbre10dstd,loudness10mean,pitches20dskew,pitches100mean,pitches20dstd,pitches10std,pitches20mean,timbre100mean,timbre10kurt,timbre100dstd,loudness10dskew,pitches33mean,loudness20mean,duration33mean,pitches10mean,loudness20dkurt,loudness33mean
David Garret - New Day,0.35760828664391886,0.3576082866439209,-0.3045202609632478,-0.8178997443624882,-2.3865828944936673,1.1575686919224086,-1.615296561916116,-2.031465630458812,-2.435960486019337,-1.6152965619161164,-1.0139146064959677,0.30857066555523804,0.7163189930748047,-1.65376787284092,-1.6241207653530731,-2.3865828944936673,0.3723059223906936,-1.6152965619161164,0.6849606646929404,-2.3945844020891314
David Garret - Ain't No Sunshine,-0.05301194336983846,-0.05301194336983746,0.31413419741763954,0.4531259691426893,-0.9036117174372275,1.582503568044468,-0.1418386782008472,1.291173617201133,1.9559462342304537,-0.1418386782008472,-0.7503228475834535,-0.6758097588394651,3.3749628944405754,-0.678428504051718,-0.16645168629457385,-0.9036117174372279,-0.031802769569623114,-0.141838678200848,0.878120017459531,-0.9110672726180183
David Garret - Rock Prelude,-2.276625099044453,-2.2766250990444523,-0.9300456438151119,-0.24741085154119882,-2.1989447695187634,0.4433857262600832,0.6304114533779265,-1.1998777572889787,1.0930956170801478,0.6304114533779274,0.8364325933056206,-0.5804949763240225,-0.1139694236432861,1.755193959767929,0.6114894778177624,-2.1989447695187625,-2.265330117961299,0.6304114533779274,0.9394501838250647,-2.201841528381192
David Garret - Winter Lullaby,-0.2682607480894291,-0.2682607480894282,-0.9754173432542734,-1.458598276493874,-1.6923366553748638,0.7997617308085025,-1.2968379456406038,-1.2054216558331372,-1.5764019778930722,-1.296837945640603,0.7560014669532308,-0.41097324059432394,1.4947039894760117,-0.023285607203554055,-1.316007855119945,-1.6923366553748638,-0.2794118601295984,-1.296837945640603,0.6475611436417131,-1.6932948975196405
David Garret - Zorba's Dance,0.21477045372536793,0.21477045372536796,1.8280397680558629,1.859894924001852,-2.3876254657739757,2.134008671947467,-0.8354813902787992,-0.7598266811156779,-1.211308123774918,-0.8354813902787984,1.8426295380476265,0.1555177944210407,1.5956197736883997,-0.3011293043288205,-0.8282818568495395,-2.3876254657739766,0.22732298020850364,-0.8354813902787975,0.8592160854664765,-2.3844805135011025
Rage Against the Machine - Bombtrack,0.38351961144784175,0.38351961144784386,-1.060869279962127,-0.986519541156155,0.36935793362689007,-0.04402887934442525,0.321021028442948,0.863429429722441,0.8697090104261982,0.321021028442948,-0.37040686956784863,-0.35753666229883246,0.3532368363998175,2.3235625371165165,0.29953777561215045,0.36935793362689007,0.42789118727409986,0.32102102844294883,1.3952215343033576,0.36145776762397
Rage Against the Machine - Killing In The Name,0.4417189824115072,0.44171898241150725,-1.0358368730297807,0.1261594690678705,0.6531572006478548,0.6557373636719153,-0.09432924096022506,1.2624535026706076,0.430408735388081,-0.09432924096022259,-0.09905754419165373,7.625188256891956,2.386562928644996,0.4263378665701292,-0.07951800445014864,0.6531572006478548,0.433090838735665,-0.09432924096022341,1.0560545650554038,0.669044027211653
Rage Against the Machine - Take The Power Back,-0.5195753892372971,-0.5195753892372951,-0.8227170327804258,0.32589455473013257,0.2196377802400668,-0.06430288100478564,1.2310805623911127,0.030490538328036047,0.2539066180567491,1.2310805623911127,-0.7607053567179671,-0.5202440473581168,-0.08978982279138101,-0.39593242752574154,1.2030373498894686,0.2196377802400668,-0.531596790754901,1.231080562391112,0.9859525925318974,0.20594498585615625
Rage Against the Machine - Settle For Nothing,0.5194620249708244,0.5194620249708254,2.023171320418594,0.0030668981496736283,-0.7790911542379496,-0.14588515103740402,-0.8704111762168598,0.6444061714043648,0.9248224098176133,-0.8704111762168607,-0.18869646682935243,-0.40636663274432855,0.7702322970923065,0.7994757231717483,-0.8479245066827741,-0.7790911542379496,0.40867779627003903,-0.8704111762168598,1.2449864298808846,-0.7986702223249819
Rage Against the Machine - Bullet In The Head,-1.0780481377637023,-1.078048137763701,0.055697725302052574,1.6897757081457525,0.944370582389685,-0.7209673323399578,0.9758282254320914,-0.440294360025986,0.03745876412079511,0.975828225432093,0.6556795405453514,-0.36896969420222175,-0.7717021614696813,-0.9311467645472382,0.9857093770835541,0.9443705823896847,-1.066338928044586,0.9758282254320922,-0.7673603650222737,0.9432028406135231
Rage Against the Machine - Know Your Enemy,-1.4554190979776198,-1.4554190979776194,0.22101528690123717,0.8305583759008077,-0.12856620409453615,-0.2655934127083603,1.207707792047373,0.3907992685043272,0.4861017312643098,1.2077077920473724,0.4828663339896882,-0.03175784587467303,0.09692277233853079,-0.5975700394082333,1.1790698272820381,-0.12856620409453615,-1.4661433213708774,1.2077077920473724,-0.05618563571639129,-0.1123299933092572
Rage Against the Machine - Wake Up,0.3848435609898643,0.38484356098986433,-0.536285260360875,-0.6058103660052829,1.2470374249265597,0.8017289766791964,1.0965362017408007,0.23594247147243935,1.1031582453608122,1.0965362017408007,-0.5659369748400814,0.15707766266151232,-0.9309133405358417,1.9153728078680206,1.1131248651832775,1.2470374249265597,0.4099272538019104,1.0965362017408007,0.05316064845678667,1.24971400663716
Rage Against the Machine - Fistful Of Steel,0.4403678284268417,0.44036782842684175,-0.888698950263897,0.3187554985252248,0.6454836783809416,-0.6071901537527017,0.8988964499833235,1.2696390428308217,0.7715900267387656,0.8988964499833252,0.6055594758816085,-0.20811472533746195,-1.130936229733771,0.4552085715503996,0.9310938367477432,0.6454836783809418,0.4268307079004997,0.8988964499833244,0.04154257778757171,0.6422488133133021
Rage Against the Machine - Township Rebellion,0.8028126177765976,0.8028126177765976,0.059597986013383265,-0.18354917948445928,0.9181135976334862,1.1984532033513964,-0.23253291251833266,0.3903113626421216,-0.22115392051813007,-0.2325329125183335,0.18798194842379595,-0.1515367060349487,-1.4468403130045435,0.9291690115197072,-0.2175150976948057,0.918113597633486,0.7804235199415257,-0.23253291251833266,-0.6009901758246181,0.915076202972661
Rage Against the Machine - Freedom,0.152285476230473,0.15228547623047403,-1.063003655523935,1.3045395145246397,0.7809784160520897,-0.49678056537482795,0.4927622228664543,0.49934330103216296,0.5357065465148912,0.4927622228664543,0.6063433169014233,-0.22086479272296297,-0.6178188651015064,-0.5881863903587662,0.4718222607928674,0.7809784160520897,0.1766419737431496,0.492762222866456,-0.34043555799397746,0.7921049106573255
